00407116,19,W 19 ST,14,Tremont,29,105,3045,14,14,41.438382,-81.69336601970849
00407127,1818,LAMOILLE AVE,14,Tremont,30,114,3420,14,14,41.4784539802915,-81.69594901970848
00407128,1816,LAMOILLE AVE,14,Tremont,30,114,3420,14,14,41.4784549802915,-81.6958400197085
00408076,1397, ,0, ,0,0,0,13,0,41.4817651802915,-81.83733021970848
00409071,11,W 11 ST,14,Tremont,1,154,154,3,13,41.4848805,-81.687201
00410029,0,W 14 ST,0, ,36,85,3060,3,0,41.50143188029149,-81.67927101970848
00410045,0,W 14 ST,14,Tremont,36,76,2736,3,13,41.50143188029149,-81.67927101970848
00411019,0,STARKWEATHER AV,14,Tremont,14,120,1634,14,14,41.4789879802915,-81.679469
00411062,0,HOWARD AVE,14,Tremont,17,44,748,14,14,41.4797278302915,-81.69132689999999
00416129,0,THURMAN ST,14,Tremont,1,69,69,3,13,41.48377199999999,-81.681444
00416131,0,THURMAN ST,14,Tremont,13,111,1443,3,13,41.48377199999999,-81.681444
00417163,2482,THURMAN CT,14,Tremont,4,85,340,3,13,41.4799809802915,-81.68141001970848
00418041,0,W 6 ST,0, ,25,0,2500,3,0,41.5012622,-81.6965247
00419013,2371,W 7 ST,31, ,1,190,190,3,13,41.4822948802915,-81.68226786970851
00419047,6,W 6 ST,14,Tremont,33,65,2145,3,13,41.4217339802915,-81.70006896970848
00419091,2477,W 6 ST,14,Tremont,33,65,2145,3,13,41.48105023029149,-81.67984566970848
00419124,2312,5 ST,0, ,33,100,3300,3,0,41.4833609802915,-81.6815260197085
00419135,2235,W 5 ST,14,Tremont,25,68,1694,3,13,41.48343898029151,-81.68084301970849
00422081,0,BRAYTON AVE,14,Tremont,80,21,1655,3,13,41.4783069802915,-81.682486
00422157,0,ST TIKHON AVE,14,Tremont,30,0,2460,3,13,41.4784940302915,-81.68051296970849
00422158,2556,ST TIKHON AVE,14,Tremont,30,82,2460,3,13,41.4781299802915,-81.68080401970849
00505001,10615,MADISON AVE,0, ,527,917,808081,16,0,41.4767849802915,-81.7599990197085
00510089,3086,111 ST,0, ,45,110,4950,17,0,41.46973198029149,-81.7627200197085
00512004,0,W 110 ST,6,Cudell,46,322,5880,17,19,41.4887115,-81.76039410000001
00512010,0,W 110 REAR,6,Cudell,7,48,166,17,19,41.5506921,-81.52213526970849
00514153,0,W 106 ST,6,Cudell,38,105,3885,17,19,41.4770506,-81.7587525197085
00515071,3079,W 105 ST,6,Cudell,36,106,3816,16,18,41.47012598029149,-81.75711601970849
00515109,3080,104 ST,0, ,50,106,5300,16,0,41.47004398029149,-81.7566768197085
00516023,0,W 106 ST,6,Cudell,25,114,2850,16,18,41.4770506,-81.7587525197085
00516087,2227,W 104 ST,6, ,34,113,1132,16,18,41.4720722302915,-81.7564191197085
00516089,2221,W 104 ST,6,Cudell,34,113,3842,16,18,41.4722769802915,-81.75615301970849
00518070,2015,W 103 ST,6,Cudell,35,100,3500,16,18,41.47791898029149,-81.75516901970849
00518127,2069,W 105 ST,6,Cudell,38,113,4181,16,18,41.4763979802915,-81.75715291970849
00519016,9850,LORAIN AVE,6,Cudell,39,0,5148,16,18,41.4690669802915,-81.75062801970849
00519070,3091,101 ST,0, ,43,107,4280,16,0,41.4697839802915,-81.7525410197085
00522037,2153,101 ST,0, ,40,125,5000,16,0,41.4741719802915,-81.7524960197085
00523078,9909,MADISON AVE,0, ,50,0,3000,16,0,41.4782719802915,-81.75108401970849
00524002,9728,LORAIN AVE,0, ,42,0,4743,16,0,41.4695459802915,-81.74911701970849
00524069,3141,W 98 ST,6,Cudell,40,138,5520,16,18,41.4697689802915,-81.74931501970849
00524070,97,W 97 ST,6,Cudell,28,0,1921,16,18,41.4998069802915,-81.6180100197085
00524090,3125,W 97 ST,0, ,30,110,3300,16,0,41.4702309802915,-81.7482230197085
00525018,9607,MACON AVE,6,Cudell,35,122,4270,16,18,41.4732539802915,-81.74876001970851
00525046,2190,W 93 ST,6,Cudell,35,125,4375,16,18,41.47321498029151,-81.7463830197085
00525054,0,LEO AVE,6,Cudell,26,25,525,16,18,41.5992572,-81.5327439
00525065,0,WILLARD AVE,6,Cudell,15,151,2265,16,18,41.4064637802915,-81.5357619197085
00526111,2118,93 ST,6,Cudell,30,132,3960,16,18,41.5014780302915,-81.62032816970849
00526126,2176,W 93 ST,6,Cudell,35,126,4410,16,18,41.47359898029149,-81.74638001970848
00527103,9717,LARNDER AVE,0, ,32,47,1504,16,0,41.4766211802915,-81.74923076970849
00529032,0,SAUER AVE,6,Cudell,6,35,210,16,18,41.4750802302915,-81.74317429999999
00529036,9005,SAUER AVE,0, ,35,105,3675,16,0,41.4749589802915,-81.74467801970849
00529064,8701,TOMPKINS AVE,0, ,35,123,4305,16,0,41.47307198029149,-81.74284491970849
00530015,2061,W 93 ST,0, ,40,132,5280,16,0,41.4767369802915,-81.7457099197085
00531025,8707,MADISON AVE,6,Cudell,46,0,5980,16,18,41.47822198029149,-81.74318791970852
00601078,2190,W 83 ST,6,Cudell,35,136,4760,15,17,41.47321398029151,-81.74091991970849
00601083,2208,W 83 ST,6,Cudell,35,136,4760,15,17,41.47273398029149,-81.7409230197085
